school_number,school_name,instruction_type,charter_type,school_street_address,school_city,school_state,school_zip,school_site_street_address,school_site_city,school_site_state,school_site_zip,school_phone,school_fax,school_email_address,school_web_page_address,school_principal,grade_range,enrollment_as_of_oct_2012,school_status,school_status_date,update_date
'108802103,HORIZON MONTESSORI III,REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,801 N 13TH ST STE 5-A,HARLINGEN,TX,78550,801 N 13TH ST STE 5-A,HARLINGEN,TX,78550,(956) 423-8200,(956) 423-8202,fmartinez@horizonmontessori.net,www.horizonmontessoristet.com,MR FELIPE MARTINEZ   ,'PK-08,154,Active,8/25/08,7/24/13 5:35
'109908101,MALONE EL,REGULAR INSTRUCTIONAL,,P O BOX 38,MALONE,TX,76660-0038,202 W APPLE,MALONE,TX,76660-0038,(254) 533-2321,(254) 533-5660,,,MS LINDA BUFFE   ,'PK-08,97,Active, ,7/24/13 5:35
'109910101,MOUNT CALM EL,REGULAR INSTRUCTIONAL,,P O BOX 105,MOUNT CALM,TX,76673-0105,200 N COATES E,MOUNT CALM,TX,76673-0105,(254) 993-2611,(254) 993-1022,barbara.lane@mtcalmisd.org,www.mcisd.org,ANGIE NORS   ,'PK-08,125,Active, ,7/24/13 5:35
'123805001,EHRHART SCHOOL,REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,P O BOX 7733,BEAUMONT,TX,77726,3380 FANNIN ST,BEAUMONT,TX,77701,(409) 839-8200,(409) 839-8242,lynnhogg4@yahoo.com,,TERESA RICHARD   ,'PK-08,251,Active,8/3/01,7/24/13 5:35
'133902101,HUNT SCHOOL,REGULAR INSTRUCTIONAL,,P O BOX 259,HUNT,TX,78024-0259,115 SCHOOL LN SW,HUNT,TX,78024,(830) 238-4893,(830) 238-4691,cdockery@huntisd.org,www.huntisd.com,DR CRYSTAL DOCKERY   ,'PK-08,193,Active, ,7/24/13 5:35
'137904101,SANTA GERTRUDIS SCHOOL,REGULAR INSTRUCTIONAL,,P O BOX 592 KING RANCH,KINGSVILLE,TX,78364-0592,803 SANTA ROSA,KINGSVILLE,TX,78363,(361) 592-7582,(361) 592-3128,msprings@sgisd.net,www.sgisd.net,MRS MARY SPRINGS   ,'PK-08,240,Active, ,7/24/13 5:35
'143904101,VYSEHRAD EL,REGULAR INSTRUCTIONAL,,595 COUNTY RD 182,HALLETTSVILLE,TX,77964-5844,595 COUNTY RD 182,HALLETTSVILLE,TX,77964-5844,(361) 798-4118,(361) 798-3131,mkocian@vysehrad.k12.tx.us,www.vysehrad.k12.tx.us,JASON LEE APPELT   ,'PK-08,111,Active,10/22/87,7/24/13 5:35
'143906101,EZZELL EL,REGULAR INSTRUCTIONAL,,20500 FM 531,HALLETTSVILLE,TX,77964,20500 FM 531,HALLETTSVILLE,TX,77964,(361) 798-4448,(361) 798-9331,jthornton@ezzellisd.org,www.ezzellisd.org,MR JOHNNIE THORNTON JR   ,'PK-08,61,Active,9/1/78,7/24/13 5:35
'152802101,RISE ACADEMY,REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,P O BOX 2837,LUBBOCK,TX,78408,207 N MARTIN LUTHER KING BLVD,LUBBOCK,TX,79403,(806) 744-0438,(832) 201-7088,rise.academy@instruction.com,,RICHARD BAUMGARTNER   ,'PK-08,238,Active,9/1/99,7/24/13 5:35
'166902101,GAUSE EL,REGULAR INSTRUCTIONAL,,P O BOX 38,GAUSE,TX,77857-0038,400 COLLEGE,GAUSE,TX,77857-0038,(979) 279-5891,(979) 279-5142,pbell@gauseisd.net,www.gauseisd.net,MR PERRY L BELL   ,'PK-08,209,Active, ,7/24/13 5:35
'169908101,MONTAGUE EL,REGULAR INSTRUCTIONAL,,P O BOX 78,MONTAGUE,TX,76251-0078,8020 HWY 175,MONTAGUE,TX,76251,(940) 894-2811,(940) 894-6605,carla.hennesseu@esc9.net,www.montagueisd.org/,MS CARLA HENNESSEY   ,'PK-08,112,Active, ,7/24/13 5:35
'200906101,OLFEN EL,REGULAR INSTRUCTIONAL,,1122 PR 2562,ROWENA,TX,76875-9502,1122 PR 2562,ROWENA,TX,76875-9502,(325) 442-4301,(325) 442-2133,frank.walter@netxv.net,www.oflenisd.net,MR FRANK WALTER   ,'PK-08,-1,Active,9/1/78,7/24/13 5:35
'227817101,CEDARS INTERNATIONAL ACADEMY,REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,8416 N IH-35,AUSTIN,TX,78753,8416 N IH-35,AUSTIN,TX,78753,(512) 419-1551 ext:316 ,(512) 419-1581,hrauls@cedars-academy.org,,HEATHER RAULS   ,'PK-08,308,Active,8/18/00,7/24/13 5:35
'245901101,LASARA EL,REGULAR INSTRUCTIONAL,,P O BOX 57,LASARA,TX,78561-0057,607 E SIXTH ST,LASARA,TX,78561-0931,(956) 642-3271,(956) 642-3546,,,MS SULEMA DAVILA   ,'PK-08,384,Active, ,7/24/13 5:35
'057817101,FOCUS LEARNING ACADEMY,REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,2524 W LEDBETTER DR,DALLAS,TX,75233,2524 W LEDBETTER DR,DALLAS,TX,75233,(214) 467-7751,(972) 572-9610,lym316@flash.net,www.focusacademy.org,LINUS WALTON   ,'PK-11,920,Active,1/1/00,7/24/13 5:34
'178906101,LONDON EL,REGULAR INSTRUCTIONAL,,1306 FM 43,CORPUS CHRISTI,TX,78415-9713,1306 FM 43,CORPUS CHRISTI,TX,78415-9713,(361) 855-0092 ext:405 ,(361) 855-0198,ccampbell@londonisd.net,www.londonisd.net,MR BRANDON STIEWIG   MRS JESSICA GUTIERREZ   ,'PK-11,615,Active, ,7/24/13 5:35
'014803002,PRIORITY CHARTER SCHOOLS-HERITAGE CHARTER ACADEMY,REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,7177 AIRPORT RD,TEMPLE,TX,76502,1601 FM 97,GEORGETOWN,TX,78626,(254) 778-8682,(469) 464-1713,ngfarley@templeedcenter.com,,JASON OSBURN   ,'PK-12,95,Active,8/27/12,7/24/13 5:34
'014803101,PRIORITY CHARTER SCHOOLS-TEMPLE CHARTER ACADEMY,ALTERNATIVE INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,1400 E AVE B,TEMPLE,TX,76502,1400 E AVE B,TEMPLE,TX,76502,(254) 778-8682,(254) 778-8690,rkosburn@yahoo.com,,MS ROBIN OSBURN   ,'PK-12,353,Active,1/1/00,7/24/13 5:34
'014902001,BARTLETT SCHOOLS,REGULAR INSTRUCTIONAL,,P O BOX 170,BARTLETT,TX,76511-0170,404 N ROBINSON,BARTLETT,TX,76511-0170,(254) 527-3351 ext:418 ,(254) 527-3513,reesea@bartlett.txed.net,,MR ALLEN REESE   ,'PK-12,421,Active, ,7/24/13 5:34
'015802001,GEORGE GERVIN ACADEMY,ALTERNATIVE INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,6944 SUNBELT DR,SAN ANTONIO,TX,78218,6944 SUNBELT DR,SAN ANTONIO,TX,78218,(210) 568-8800,(210) 568-8897,bdhawkins@gervin-school.org,,    ,'PK-12,1163,Active,5/22/96,7/24/13 5:34
'015802004,THE EDUCATION AND TRAINING CENTER,ALTERNATIVE INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,3030 E COMMERCE ST,SAN ANTONIO,TX,78220-3336,3030 E COMMERCE ST,SAN ANTONIO,TX,78220-3720,(210) 587-3576,(210) 587-3587,cvlandy@gervin-school.org,,MR CHARLIE V LANDY JR   ,'PK-12,83,Active,10/12/01,7/24/13 5:34
'015803101,HIGGS CARTER KING GIFTED & TALENTED CHARTER ACAD,ALTERNATIVE INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,511 FREDERICKSBURG RD,SAN ANTONIO,TX,78201,511 FREDERICKSBURG RD,SAN ANTONIO,TX,78201,(210) 735-2341,(210) 733-6434,cyarbrough@higgscarterking.org,,CLAUDETTE Y YARBROUGH   ,'PK-12,642,Active,3/30/98,7/24/13 5:34
'015822001,JUBILEE ACADEMY,ALTERNATIVE INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,4434 ROLAND,SAN ANTONIO,TX,78222,4434 ROLAND,SAN ANTONIO,TX,78222,(210) 333-6227,(210) 337-2357,cstewart@jubileeacademic.org,,CHERYL STEWART   ,'PK-12,770,Active,1/4/01,7/24/13 5:34
'015822002,ALPHA ACADEMY,ALTERNATIVE INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,4434 ROLAND,SAN ANTONIO,TX,78222,502 E SOUTHCROSS,SAN ANTONIO,TX,78214,(210) 798-1792,(210) 798-1829,tbaldwin@jubileeacademic.org,,THOMAS BALDWIN   ,'PK-12,290,Active,6/11/03,7/24/13 5:34
'015822004,ALAMO LEADERSHIP ACADEMY,ALTERNATIVE INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,4434 ROLAND RD,SAN ANTONIO,TX,78222,535 NEW LAREDO HWY,SAN ANTONIO,TX,78211,(210) 922-1687,(210) 922-1630,amlira@jubileeacademic.org,,ANA MARIE LIRA   ,'PK-12,87,Active,6/1/08,7/24/13 5:34
'015822006,KINGSWAY LEADERSHIP ACADEMY,REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,4434 ROLAND RD,SAN ANTONIO,TX,78222,1727 SENATOR CARLOS TRUAN BLVD,KINGSVILLE,TX,78363-6672,(361) 221-2591,(361) 221-2594,ssolis@jubileeacademic.org,,STEVEN SOLIS   ,'PK-12,238,Active,8/22/11,7/24/13 5:34
'015822007,LIVING WAY LEADERSHIP ACADEMY,REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,4434 ROLAND RD,SAN ANTONIO,TX,78222,350 RUBEN M TORRES BLVD,BROWNSVILLE,TX,78520,(956) 554-0999,(956) 554-9701,frobinson@jubileeacademic.org,,FLOR ROBINSON   ,'PK-12,384,Active,7/25/11,7/24/13 5:34
'015822008,HARLINGEN LEADERSHIP ACADEMY,REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,4434 ROLAND,SAN ANTONIO,TX,78222,4501 W EXPY 83,HARLINGEN,TX,78522,(956) 364-2456,(956) 364-2453,csadler@jubileeacademic.org,,DR CINDY SADLER   ,'PK-12,132,Active,8/22/11,7/24/13 5:34
'015822009,WELLS BRANCH LEADERSHIP ACADEMY,REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,4434 ROLAND,SAN ANTONIO,TX,78222,15201 BURNET RD,AUSTIN,TX,78728,(512) 900-0210,(210) 337-2357,sirvine@jubileeacademic.org,,SALLY IRVINE   ,'PK-12,0,Under Construction,7/17/13,7/24/13 5:34
'015825101,LIGHTHOUSE CHARTER SCHOOL,REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,2718 FRONTIER DR,SAN ANTONIO,TX,78227,2718 FRONTIER DR,SAN ANTONIO,TX,78227,(210) 674-4100,(210) 674-4108,apc3103@yahoo.com,,MS MARY SALINAS   ,'PK-12,233,Active,8/14/02,7/24/13 5:34
'018903001,MORGAN SCHOOL,REGULAR INSTRUCTIONAL,,P O BOX 300,MORGAN,TX,76671-0300,1306 CHARLES ST,MORGAN,TX,76671-0300,(254) 635-2311,(254) 635-2224,john.bryant@morganisd.org,www.morganisd.org,MR JOHN L BRYANT   ,'PK-12,103,Active, ,7/24/13 5:34
'018904005,VALLEY MILLS DAEP,DAEP INSTRUCTIONAL,,P O BOX 518,VALLEY MILLS,TX,76689-0518,ONE EAGLE WAY,VALLEY MILLS,TX,76689-0518,(254) 932-5210,(254) 932-6601,larry.robinson@vmisd.net,,    ,'PK-12,0,Active,5/9/03,7/24/13 5:34
'018907001,KOPPERL SCHOOL,REGULAR INSTRUCTIONAL,,P O BOX 67,KOPPERL,TX,76652-0067,175 CR 1240,KOPPERL,TX,76652-0067,(254) 889-3502,(254) 889-3545,kenneth.bateman@kopperlisd.org,,MS KATRINA ADCOCK   ,'PK-12,234,Active,9/1/78,7/24/13 5:34
'019901002,NEW BOSTON DAEP,DAEP INSTRUCTIONAL,,101 MAPLE ST,DEKALB,TX,75559,700 N BOWIE,NEW BOSTON,TX,75570,(903) 628-6574,(903) 628-5927,jwestfall@nbschools.net,,MR JAMES WESTFALL   ,'PK-12,0,Active,5/31/06,7/24/13 5:34
'019903001,MAUD SCHOOL,REGULAR INSTRUCTIONAL,,P O BOX 1028,MAUD,TX,75567-1028,389 HOUSTON DR,MAUD,TX,75567,(903) 585-2219,(903) 585-5451,mholley@maud.esc8.net,www.maud.esc8.net,MRS KAREN TOWNSEND   MRS SUSAN FIELDS   ,'PK-12,479,Active, ,7/24/13 5:34
'019905002,NEW BOSTON DAEP,DAEP INSTRUCTIONAL,,600 N MCCOY,NEW BOSTON,TX,75570,700 N BOWIE,NEW BOSTON,TX,75570, , ,,,JAMES WESTFALL   ,'PK-12,0,Active,8/29/05,7/24/13 5:34
'021803104,BRAZOS SCHOOL FOR INQUIRY AND CREATIVITY SOUTHWEST,ALTERNATIVE INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,410 BETHEL LN,BRYAN,TX,77802,6400 SW FWY STE S,HOUSTON,TX,77074,(713) 952-4300,(713) 270-4510,trock@thebrazosschool.org,,TIFFANY ROCK   ,'PK-12,181,Active,9/21/04,7/24/13 5:34
'022902001,MARATHON INDEPENDENT SCHOOL DIST,REGULAR INSTRUCTIONAL,,P O BOX 416,MARATHON,TX,79842-0416,109 NE 5TH ST,MARATHON,TX,79842-0416,(432) 386-4431,(432) 386-4395,nharrison@marathonisd.com,www.marathonisd.com,MS EBBY LOEFFLER   ,'PK-12,50,Active, ,7/24/13 5:34
'023902001,SILVERTON SCHOOL,REGULAR INSTRUCTIONAL,,P O BOX 608,SILVERTON,TX,79257-0608,700 LORETTA ST,SILVERTON,TX,79257-0608,(806) 823-2476,(806) 823-2276,bill.wood@region16.net,,MRS MICHELLE FRANCIS   ,'PK-12,195,Active, ,7/24/13 5:34
'025904001,BLANKET SCHOOL,REGULAR INSTRUCTIONAL,,901 AVE H,BLANKET,TX,76432-9756,901 AVE H,BLANKET,TX,76432-9756,(325) 748-3341,(325) 748-3391,damon.wilson@blanketisd.net,,MR DAMON WILSON   ,'PK-12,236,Active,9/1/82,7/24/13 5:34
'028906001,PRAIRIE LEA SCHOOL,REGULAR INSTRUCTIONAL,,P O BOX 9,PRAIRIE LEA,TX,78661-0009,6910 HWY 80,PRAIRIE LEA,TX,78661,(512) 488-2328,(512) 488-2425,jesus.lopez@prairielea.txed.net,www.prairielea.txed.net,MR RICHARD DARREN KESSELUS   ,'PK-12,211,Active, ,7/24/13 5:34
'031803001,HARMONY SCIENCE ACADEMY - BROWNSVILLE,REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,1124 CENTRAL BLVD,BROWNSVILLE,TX,78520,1124 CENTRAL BLVD,BROWNSVILLE,TX,78520,(956) 574-9555,(956) 574-9558,info.hsabrownsville@harmonytx.org,www.hsabrownsville.org,FATIH ONER   ,'PK-12,438,Active,8/18/08,7/24/13 5:34
'037904004,COMPASS CENTER,ALTERNATIVE INSTRUCTIONAL,,P O BOX 631,JACKSONVILLE,TX,75766-0631,436 S W LOOP 456,JACKSONVILLE,TX,75766-0631,(903) 589-3926,(903) 586-7158,kwilson@jisd.org,www.jacksonvilleisd.org/compass_center1.htm,KIMBERLY WILSON   ,'PK-12,16,Active,6/28/96,7/24/13 5:34
'042905001,PANTHER CREEK SCHOOL,REGULAR INSTRUCTIONAL,,129 PR 3421,VALERA,TX,76884-2009,129 PR 3421,VALERA,TX,76884-2009,(325) 357-4449,(325) 357-4470,dwin.nanny@pcreek.net,www.pcreek.net,MR DWIN NANNY   ,'PK-12,161,Active,7/1/86,7/24/13 5:34
'047903001,GUSTINE SCHOOL,REGULAR INSTRUCTIONAL,,503 W MAIN ST,GUSTINE,TX,76455,503 W MAIN ST,GUSTINE,TX,76445,(325) 667-7303,(325) 667-0203,kbaugh@gustine.esc14.net,,MR ALAN LUKER   ,'PK-12,237,Active, ,7/24/13 5:34
'050904001,OGLESBY SCHOOL,REGULAR INSTRUCTIONAL,,P O BOX 158,OGLESBY,TX,76561-0158,125 COLLEGE AVE,OGLESBY,TX,76561-2007,(254) 456-2242,(254) 456-2271,edna.kennedy@oglesbyisd.net,www.oglesbyisd.net,MR KENDALL SMITH   ,'PK-12,168,Active, ,7/24/13 5:34
'050909001,JONESBORO SCHOOL,REGULAR INSTRUCTIONAL,,P O BOX 125,JONESBORO,TX,76538-0125,14909 E ST HWY 36,JONESBORO,TX,76538-0125,(254) 463-2111,(254) 463-4457,matt.dossey@jonesboroisd.net,www.jonesboroisd.net,MR MATT DOSSEY   ,'PK-12,166,Active,9/1/78,7/24/13 5:34
'051901001,PADUCAH SCHOOL,REGULAR INSTRUCTIONAL,,DRAWER P,PADUCAH,TX,79248-1183,810 GOODWIN,PADUCAH,TX,79248-1183,(806) 492-2009,(806) 492-2193,jcantrell@paducahisd.org,www.paducahisd.org,MR JAY CANTRELL   ,'PK-12,220,Active, ,7/24/13 5:34
'057806101,ADVANTAGE ACADEMY,REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,618 W WHEATLAND RD,DALLAS,TX,75116,300 W PIONEER PKWY,DALLAS,TX,75051,(214) 276-5800,(214) 276-5890,infoadmin@advantageisd.org,www.advantageisd.com,MR SAM COOPER   ,'PK-12,1972,Active,5/30/01,7/24/13 5:34
'057808101,UNIVERSAL ACADEMY,REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,2616 N MACARTHUR BLVD,IRVING,TX,75062-5401,2616 N MACARTHUR BLVD,IRVING,TX,75062-5401,(972) 255-1800,(972) 255-6122,Diane.Harris@universalacademy.com,,SHERATON DUFFEY   ,'PK-12,736,Active,4/1/98,7/24/13 5:34
'057808102,UNIVERSAL ACADEMY - FLOWER MOUND,REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,2616 N MACARTHUR ACADEMY,IRVING,TX,75062,1001 E SANDY LAKE RD,COPPELL,TX,75019,(972) 393-5834,(972) 255-6122,Diane.Harris@universalacademy.com,,LISA DAVIS   ,'PK-12,733,Active,9/1/01,7/24/13 5:34
'057813101,TRINITY BASIN PREPARATORY,REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,400 S ZANG STE 700,DALLAS,TX,75208,808 N EWING,DALLAS,TX,75203,(214) 942-8846,(214) 942-8864,adunson@dallascharter.org,,ALICIA DUNSON   ,'PK-12,1622,Active,7/1/99,7/24/13 5:34
'057819001,JEAN MASSIEU ACADEMY,ALTERNATIVE INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,823 N CENTER ST,ARLINGTON,TX,76011,823 N CENTER ST,ARLINGTON,TX,76011,(817) 460-0396,(817) 460-9867,kboyles@jmaisd.org,www.jeanmassieu.com,KARINA BOYLES   ,'PK-12,200,Active,9/18/98,7/24/13 5:34
'057829001,A+ ACADEMY,REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,10327 RYLIE RD,DALLAS,TX,75227,10327 RYLIE RD,DALLAS,TX,75227,(972) 557-5578,(972) 557-5807,drshalawhite@yahoo.com,www.rylieffa.com,DR SHALA WHITE-FLOWERS   ,'PK-12,988,Active,7/24/00,7/24/13 5:34
'057832001,ALPHA CHARTER SCHOOL,ALTERNATIVE INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,701 W STATE ST,GARLAND,TX,75040,701 W STATE ST,GARLAND,TX,75040,(972) 272-2173,(972) 205-9050,wnyork88@hotmail.net,,    ,'PK-12,127,Active,1/9/01,7/24/13 5:34
'057835001,GOLDEN RULE CHARTER SCHOOL,REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,2602 W ILLINOIS AVE,DALLAS,TX,75233,2602 W ILLINOIS AVE,DALLAS,TX,75233,(214) 333-9330,(214) 333-9325,wramos@goldencharter.org,,WILL RAMOS   ,'PK-12,658,Active,2/25/02,7/24/13 5:34
'057841001,RECONCILIATION ACADEMY,REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,4301 BRYAN STREET STE 120,DALLAS,TX,75204,1421 N PEAK STRETT,DALLAS,TX,75204,(214) 821-9192,(214) 824-4447,cthorne@radallas.org,www.radallas.org,CAROL THORNE   ,'PK-12,201,Active,6/15/07,7/24/13 5:34
'057847001,VILLAGE TECH SCHOOLS,REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,P O BOX 3247,CEDAR HILL,TX,75104-3247,TBD,CEDAR HILL,TX,75104-3247,(214) 267-9324, ,dwilliams@villagetechschools.org,,    ,'PK-12,0,Under Construction,3/28/13,7/24/13 5:34
'058905001,KLONDIKE ISD,REGULAR INSTRUCTIONAL,,2911 COUNTY RD H,LAMESA,TX,79331-4945,2911 COUNTY RD H,LAMESA,TX,79331-4945,(806) 462-7332,(806) 462-7333,,klondike.esc17.net,MR TONY BUSHONG   ,'PK-12,245,Active, ,7/24/13 5:34
'062901002,G O A L S PROGRAM,ALTERNATIVE INSTRUCTIONAL,,405 PARK HEIGHTS DR,CUERO,TX,77954-2132,514 E FRENCH,CUERO,TX,77954-4566,(361) 524-4705,(361) 275-5313,bbillstein@dlsec.org,www.cueroisd.org,MRS BRENDA BILLSTEIN   ,'PK-12,0,Active,7/1/97,7/24/13 5:34
'062902001,NORDHEIM SCHOOL,REGULAR INSTRUCTIONAL,,500 N BROADWAY,NORDHEIM,TX,78141,500 N BROADWAY,NORDHEIM,TX,78141,(361) 938-5211,(361) 938-5266,kwilson@nordheimisd.org,www.nordheimisd.org,MR JOHN KEVIN WILSON   ,'PK-12,138,Active, ,7/24/13 5:34
'062904002,GOALS PROGRAM,ALTERNATIVE INSTRUCTIONAL,,P O BOX 487,YORKTOWN,TX,78164-0487,405 PARK HTS DR,CUERO,TX,77954-4566, , ,,,    ,'PK-12,0,Active,7/1/97,7/24/13 5:34
'063906001,PATTON SPRINGS SCHOOL,REGULAR INSTRUCTIONAL,,P O BOX 32,AFTON,TX,79220-0032,1261 E FM 193,AFTON,TX,79220-0032,(806) 689-2220,(806) 689-2253,larrymc@pattonsprings.net,www.pattonsprings.net,MR BRIAN K WHITE   MRS DONNA J ANDERSON   ,'PK-12,106,Active, ,7/24/13 5:34
'065902001,HEDLEY SCHOOL,REGULAR INSTRUCTIONAL,,P O BOX 69,HEDLEY,TX,79237-0069,301 JONES,HEDLEY,TX,79237-0069,(806) 856-5323,(806) 856-5372,eric.hough@region16.net,www.hedleyisd.net,MR DAVID O'DELL   ,'PK-12,116,Active, ,7/24/13 5:34
'068802001,COMPASS ACADEMY CHARTER SCHOOL,REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,1111 PAGEWOOD,ODESSA,TX,79761,1111 PAGEWOOD,ODESSA,TX,79761,(432) 366-2667,(432) 332-8667,debrastewart.compassacademy@gmail.com,,DEBRA STEWART   ,'PK-12,373,Active,8/17/11,7/24/13 5:34
'069901001,ROCKSPRINGS H S,REGULAR INSTRUCTIONAL,,P O BOX 157,ROCKSPRINGS,TX,78880-0157,201 N HWY 377,ROCKSPRINGS,TX,78880-0157,(830) 683-4136,(830) 683-8144,john.clark@rockspringsisd.net,www.rockspringsisd.net,MS JOHN CLARK   ,'PK-12,273,Active, ,7/24/13 5:34
'070901001,AVALON SCHOOL,REGULAR INSTRUCTIONAL,,P O BOX 455,AVALON,TX,76623-0455,104 F M 55,AVALON,TX,76623-0455,(972) 627-3251,(972) 627-3220,info@avalonisd.net,avalon.tx.schoolwebpages.com,MR JODY TENNERY   MR KHRIS MARSHALL   MRS MARGRET DAY   ,'PK-12,321,Active, ,7/24/13 5:34
'070909001,MILFORD SCHOOL,REGULAR INSTRUCTIONAL,,P O BOX 545,MILFORD,TX,76670-0545,205 THIRD AVE,MILFORD,TX,76670-0545,(972) 493-2921,(972) 493-4600,mbyrne@milfordisd.org,www.milfordisd.org,MARILEE BYRNE   ,'PK-12,230,Active, ,7/24/13 5:34
'071906043,RAYMOND TELLAS ACADEMY - DAEP,DAEP INSTRUCTIONAL,,840 SIXTH ST,ANTHONY,TX,79821,840 SIXTH ST,ANTHONY,TX,79821,(915) 886-6500 ext:1506,(915) 886-2420,rhaugen@anthonyisd.net,www.anthonyisd.net,    ,'PK-12,0,Active,6/18/02,7/24/13 5:34
'072909001,LINGLEVILLE SCHOOL,REGULAR INSTRUCTIONAL,,P O BOX 134,LINGLEVILLE,TX,76461-0134,21261 N FM 219,LINGLEVILLE,TX,76461-0134,(254) 968-2596,(254) 965-5821,dshughes@lingleville.us,www.lingleville.us,MR CURT HALEY   ,'PK-12,239,Active,9/1/78,7/24/13 5:34
'073901003,MARLIN DAEP,DAEP INSTRUCTIONAL,,P O BOX 488,CHILTON,TX,76632-0488,213 GREEN ST,MARLIN,TX,76661,(254) 803-2152, ,,,JOEL TAYLOR   ,'PK-12,0,Active,5/20/03,7/24/13 5:34
'074904001,DODD CITY SCHOOL,REGULAR INSTRUCTIONAL,,602 N MAIN ST,DODD CITY,TX,75438-9801,602 N MAIN ST,DODD CITY,TX,75438-9801,(903) 583-7585,(903) 583-9545,lbridges@doddcityisd.org,www.doddcityisd.org/index.html,LESIA BRIDGES   ,'PK-12,347,Active,9/1/78,7/24/13 5:34
'075901103,WHISPERING HILLS ACHIEVEMENT CENTER,ALTERNATIVE INSTRUCTIONAL,,4110 FM 609,FLATONIA,TX,78941,4110 FM 609,FLATONIA,TX,78941, , ,degg@flatonia.txed.net,,    ,'PK-12,9,Active,8/27/12,7/24/13 5:34
'083902001,LOOP SCHOOL,REGULAR INSTRUCTIONAL,,P O BOX 917,LOOP,TX,79342-0917,1441 HWY 303,LOOP,TX,79342-0917,(806) 487-6412,(806) 487-6420,debratcher@loopisd.net,www.loopisd.net,MR JOHN BRYAN RITCHEY   ,'PK-12,112,Active, ,7/24/13 5:34
'084901010,GALVESTON CO J J A E P,JJAEP INSTRUCTIONAL,,3606 YUPON DR,DICKINSON,TX,77539-2026,6101 ATTWATER,DICKINSON,TX,77539-2026,(281) 229-6300,(281) 229-6301,jahlhorn@dickinsonisd.org,www.dickinsonisd.org,JUDY AHLHORN   ,'PK-12,0,Active,8/1/96,7/24/13 5:34
'084901011,TRANSFORMING LIVES COOPERATIVE (TLC),ALTERNATIVE INSTRUCTIONAL,,3606 YUPON DR,DICKINSON,TX,77539-2026,6101 ATTWATER,DICKINSON,TX,77539-2026,(281) 229-6300,(281) 229-6301,jahlhorn@dickinsonisd.org,www.dickinsonisd.org,JUDY AHLHORN   ,'PK-12,9,Active,7/1/96,7/24/13 5:34
'084901012,GALVESTON CO DETENTION CTR,ALTERNATIVE INSTRUCTIONAL,,3606 YUPON DR,DICKINSON,TX,77539-2026,6101 ATTWATER,DICKINSON,TX,77539-2026,(281) 229-6300,(281) 229-6301,jahlhorn@dickinsonisd.org,www.dickinsonisd.org,JUDY AHLHORN   ,'PK-12,24,Active,7/1/96,7/24/13 5:34
'085903001,SOUTHLAND SCHOOL,REGULAR INSTRUCTIONAL,,190 EIGHTH ST,SOUTHLAND,TX,79364-9549,190 EIGHTH ST,SOUTHLAND,TX,79364-9549,(806) 996-5339,(806) 996-5342,tmiller@southlandisd.net,www.southlandisd.net,MR CRAIG HAMILTON   ,'PK-12,174,Active, ,7/24/13 5:34
'090902001,LEFORS SCHOOL,REGULAR INSTRUCTIONAL,,P O BOX 390,LEFORS,TX,79054-0390,209 E 5TH ST,LEFORS,TX,79054-0390,(806) 835-2533,(806) 835-2238,sherry.organ@region16.net,www.leforsisd.net,KELLEY PORTER   ,'PK-12,173,Active, ,7/24/13 5:34
